,ds,y
10891,2023-04-03,85.81
10892,2023-04-04,85.7
10893,2023-04-05,85.89
10894,2023-04-06,86.56
10895,2023-04-10,86.56
10896,2023-04-11,87.32
10897,2023-04-12,88.31
10898,2023-04-13,86.51
10899,2023-04-14,87.31
10900,2023-04-17,85.63
10901,2023-04-18,85.48
10902,2023-04-19,85.34
10903,2023-04-20,83.29
10904,2023-04-21,83.36
10905,2023-04-24,84.23
10906,2023-04-25,82.13
10907,2023-04-26,79.19
10908,2023-04-27,80.11
10909,2023-04-28,81.32
10910,2023-05-02,76.71
10911,2023-05-03,72.91
10912,2023-05-04,73.0
10913,2023-05-05,75.85
10914,2023-05-09,77.76
10915,2023-05-10,76.7
10916,2023-05-11,75.32
10917,2023-05-12,74.54
10918,2023-05-15,75.46
10919,2023-05-16,75.15
10920,2023-05-17,76.98
10921,2023-05-18,75.75
10922,2023-05-19,75.42
10923,2023-05-22,75.77
10924,2023-05-23,76.66
10925,2023-05-24,77.99
10926,2023-05-25,75.66
10927,2023-05-26,76.33
10928,2023-05-30,73.38
10929,2023-05-31,71.98
10930,2023-06-01,74.18
10931,2023-06-02,76.0
10932,2023-06-05,76.61
10933,2023-06-06,76.22
10934,2023-06-07,76.85
10935,2023-06-08,75.88
10936,2023-06-09,74.74
10937,2023-06-12,71.8
10938,2023-06-13,74.24
10939,2023-06-14,73.39
10940,2023-06-15,75.75
10941,2023-06-16,76.76
10942,2023-06-19,76.09
10943,2023-06-20,75.79
10944,2023-06-21,76.92
10945,2023-06-22,73.93
10946,2023-06-23,73.56
10947,2023-06-26,73.86
10948,2023-06-27,71.88
10949,2023-06-28,73.64
10950,2023-06-29,73.86
10951,2023-06-30,74.51
10952,2023-07-03,74.52
10953,2023-07-04,76.23
10954,2023-07-05,76.74
10955,2023-07-06,76.72
10956,2023-07-07,78.77
10957,2023-07-08,77.83
10958,2023-07-10,77.83
10959,2023-07-11,79.54
10960,2023-07-12,80.35
10961,2023-07-13,81.31
10962,2023-07-14,79.9
10963,2023-07-15,77.8
10964,2023-07-17,77.8
10965,2023-07-18,79.54
10966,2023-07-19,79.38
10967,2023-07-20,79.62
10968,2023-07-21,81.06
10969,2023-07-24,82.53
10970,2023-07-25,83.46
10971,2023-07-26,82.98
10972,2023-07-27,84.28
10973,2023-07-28,84.49
10974,2023-07-31,85.22
10975,2023-08-01,85.34
10976,2023-08-02,84.01
10977,2023-08-03,86.19
10978,2023-08-04,87.38
10979,2023-08-07,86.47
10980,2023-08-08,88.0
10981,2023-08-09,89.31
10982,2023-08-10,87.44
10983,2023-08-11,87.93
10984,2023-08-14,87.4
10985,2023-08-15,86.28
10986,2023-08-16,84.49
10987,2023-08-17,85.24
10988,2023-08-18,85.92
10989,2023-08-21,85.44
10990,2023-08-22,84.7
10991,2023-08-23,83.94
10992,2023-08-24,84.07
10993,2023-08-25,85.42
10994,2023-08-29,86.37
10995,2023-08-30,86.62
10996,2023-08-31,87.29
10997,2023-09-04,90.42
10998,2023-09-05,91.25
10999,2023-09-06,91.79
11000,2023-09-07,91.16
11001,2023-09-08,91.85
11002,2023-09-11,91.97
11003,2023-09-12,93.58
11004,2023-09-13,93.04
11005,2023-09-14,95.2
11006,2023-09-15,95.55
11007,2023-09-18,95.95
11008,2023-09-19,96.11
11009,2023-09-20,94.56
11010,2023-09-21,93.7
11011,2023-09-22,93.99
11012,2023-09-25,94.01
11013,2023-09-26,94.46
11014,2023-09-27,97.1
11015,2023-09-28,96.55
11016,2023-09-29,95.86
11017,2023-10-02,91.21
11018,2023-10-03,94.46
11019,2023-10-04,89.83
11020,2023-10-05,88.28
11021,2023-10-06,87.86
11022,2023-10-09,91.37
11023,2023-10-10,90.7
11024,2023-10-11,87.58
11025,2023-10-12,88.4
11026,2023-10-13,94.33
11027,2023-10-16,90.99
11028,2023-10-17,92.52
11029,2023-10-18,91.99
11030,2023-10-19,93.12
11031,2023-10-20,93.72
11032,2023-10-23,91.88
11033,2023-10-24,88.0
11034,2023-10-25,90.14
11035,2023-10-26,88.45
11036,2023-10-27,90.73
11037,2023-10-30,90.73
11038,2023-11-06,87.31
11039,2023-11-07,83.43
11040,2023-11-08,81.46
11041,2023-11-09,81.74
11042,2023-11-10,83.66
11043,2023-11-13,84.09
11044,2023-11-14,84.2
11045,2023-11-15,82.4
11046,2023-11-16,77.73
11047,2023-11-17,81.22
11048,2023-11-20,83.25
11049,2023-11-21,82.42
11050,2023-11-22,81.76
11051,2023-11-23,80.85
11052,2023-11-24,79.82
11053,2023-11-27,79.49
11054,2023-11-28,81.66
11055,2023-11-29,82.98
11056,2023-11-30,81.72
11057,2023-12-01,78.72
11058,2023-12-04,78.16
11059,2023-12-05,77.27
11060,2023-12-06,74.33
11061,2023-12-07,74.21
11062,2023-12-08,75.94
11063,2023-12-11,75.75
11064,2023-12-12,74.11
11065,2023-12-13,74.14
11066,2023-12-14,77.05
11067,2023-12-15,76.84
11068,2023-12-18,78.89
11069,2023-12-19,79.82
11070,2023-12-20,81.1
11071,2023-12-21,80.73
11072,2023-12-22,80.23
11073,2023-12-26,80.23
11074,2023-12-27,80.97
11075,2023-12-28,79.04
11076,2023-12-29,77.69
11077,2024-01-02,76.24
11078,2024-01-03,77.18
11079,2024-01-04,75.79
11080,2024-01-05,78.31
11081,2024-01-08,75.47
11082,2024-01-09,77.97
11083,2024-01-10,78.46
11084,2024-01-11,80.21
11085,2024-01-12,79.89
11086,2024-01-15,79.76
11087,2024-01-16,80.15
11088,2024-01-17,78.88
11089,2024-01-18,81.04
11090,2024-01-19,80.71
11091,2024-01-22,81.7
11092,2024-01-23,82.04
11093,2024-01-24,82.15
11094,2024-01-25,82.33
11095,2024-01-26,83.34
11096,2024-01-29,83.99
11097,2024-01-30,84.14
11098,2024-01-31,82.98
11099,2024-02-01,82.2
11100,2024-02-02,79.54
11101,2024-02-05,79.3
11102,2024-02-06,80.46
11103,2024-02-07,81.18
11104,2024-02-08,83.01
11105,2024-02-09,83.58
11106,2024-02-12,83.88
11107,2024-02-13,84.72
11108,2024-02-14,84.41
11109,2024-02-15,84.33
11110,2024-02-16,84.88
11111,2024-02-19,85.52
11112,2024-02-20,84.78
11113,2024-02-21,84.77
11114,2024-02-22,85.84
11115,2024-02-23,84.18
11116,2024-02-26,84.01
11117,2024-02-27,83.8
11118,2024-02-28,84.08
11119,2024-02-29,84.57
11120,2024-03-01,84.82
11121,2024-03-04,86.58
11122,2024-03-05,85.82
11123,2024-03-06,86.59
11124,2024-03-07,84.88
11125,2024-03-08,84.29
11126,2024-03-11,83.44
11127,2024-03-12,83.66
11128,2024-03-13,83.95
11129,2024-03-14,86.16
11130,2024-03-15,85.39
11131,2024-03-18,86.47
11132,2024-03-19,87.36
11133,2024-03-20,85.77
11134,2024-03-21,84.92
11135,2024-03-22,84.87
11136,2024-03-25,86.18
11137,2024-03-26,85.91
11138,2024-03-27,84.94
11139,2024-03-28,86.17
11140,2024-04-02,87.63
11141,2024-04-03,90.6
11142,2024-04-04,90.32
11143,2024-04-05,92.81
11144,2024-04-08,91.73
11145,2024-04-09,92.13
11146,2024-04-10,91.57
11147,2024-04-11,91.49
11148,2024-04-12,93.12
11149,2024-04-15,90.84
11150,2024-04-16,91.29
11151,2024-04-17,89.54
11152,2024-04-18,88.34
11153,2024-04-19,87.96
11154,2024-04-22,87.3
11155,2024-04-23,88.29
11156,2024-04-24,89.02
11157,2024-04-25,88.1
11158,2024-04-26,89.95
11159,2024-04-29,88.44
